highlightID, color, start, length, end, author, quirkID, quirkTitle, sourceID, sourceTitle, questionID, quote,"Title","Year","Journal","Article Nr","Authors",
139,#e120e1,24935,242,25177,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"ations, it has been advocated that a top-down approach is more appropriate, where managerial support and skills are central, as well as a culture that supports such fundamental shifts (Das et al., 2018). These factors combined with a proactiv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
140,#800080,25207,205,25412,"Danie Smit",36,"Emerging opportunities",2,"02_Mikalef P., Krogstie J. 2020",1,"pportunities and threats through targeted data-generated insight is argued to promote the emergence of radical process innovation capabilities (Erevelles et al., 2016). The role of BDA in facilitating incr","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
141,#20ffff,25414,308,25722,"Danie Smit",1,"Transformation",2,"02_Mikalef P., Krogstie J. 2020",1,"ental and radical process innovations is relevant in several diﬀerent areas of applications, such as supply chain management, marketing, customer engagement and management, smart homes, smart health, smart cities, smart energy, and smart mobility (Mendling et al., 2017). Hence, understanding what resources ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
142,#e12020,25723,303,26026,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1,"rms should foster to support the strengthening of each type of process innovation capability is critical, especially when taking into account the heavy cost incurred with such deployments, and their importance in realising a competitive edge (Popovič et al., 2018).
2.3. Contextual factors
While the rol","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
143,#996633,26051,376,26427,"Danie Smit",14,"Contradictions",2,"02_Mikalef P., Krogstie J. 2020",1,"earched extensively in the ﬁelds of information systems and organisational studies (Sambamurthy  Zmud, 1999), it is still at a very early stage in the ﬁeld of process management (Vom Brocke et al., 2016). Although not explicitly the focus of many studies, contradicting ﬁndings pinpoint to contingent results (Vom Brocke et al.,

2014b), placing the context of examination as ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
144,#8120e1,26601,557,27158,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1,"ext awareness has been identiﬁed as a key perspective for successful process implementations (Vom Brocke et al., 2014b; Zelt et al., 2019). This perspective is rooted in contingency theory (Donaldson, 2001), which assumes that there is no one universal best way to manage business processes, but rather, that management practices and resources should ﬁt the organisation and the external environment (Vom Brocke et al., 2016). A closely related perspective is that of the theory of multiple contingencies (Gresov, 1989), which posits that outcomes of intere","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
145,#e120e1,26601,557,27158,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"ext awareness has been identiﬁed as a key perspective for successful process implementations (Vom Brocke et al., 2014b; Zelt et al., 2019). This perspective is rooted in contingency theory (Donaldson, 2001), which assumes that there is no one universal best way to manage business processes, but rather, that management practices and resources should ﬁt the organisation and the external environment (Vom Brocke et al., 2016). A closely related perspective is that of the theory of multiple contingencies (Gresov, 1989), which posits that outcomes of intere","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
146,#d95129,28532,355,28887,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1,"iness process management projects are contextually inﬂuenced by the goals of the process (i.e., if the goal is to enhance incremental or radical process innovation capabilities), the broader external business environment, and the speciﬁcs about the organisation where process innovation capabilities are developed.
A ﬁrst contextual factor that is examine","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
147,#7600e1,28532,355,28887,"Danie Smit",33,"Goal setting",2,"02_Mikalef P., Krogstie J. 2020",1,"iness process management projects are contextually inﬂuenced by the goals of the process (i.e., if the goal is to enhance incremental or radical process innovation capabilities), the broader external business environment, and the speciﬁcs about the organisation where process innovation capabilities are developed.
A ﬁrst contextual factor that is examine","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
148,#8120e1,28532,355,28887,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1,"iness process management projects are contextually inﬂuenced by the goals of the process (i.e., if the goal is to enhance incremental or radical process innovation capabilities), the broader external business environment, and the speciﬁcs about the organisation where process innovation capabilities are developed.
A ﬁrst contextual factor that is examine","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
149,#e120e1,28532,355,28887,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"iness process management projects are contextually inﬂuenced by the goals of the process (i.e., if the goal is to enhance incremental or radical process innovation capabilities), the broader external business environment, and the speciﬁcs about the organisation where process innovation capabilities are developed.
A ﬁrst contextual factor that is examine","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
150,#8120e1,28888,225,29113,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1," in this study is the goal of the organisation, since goals directly inﬂuence the business process management practices and resources that are most suitable (Vom Brocke et al., 2016). Several authors make the distinctions bet","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
151,#7600e1,28888,225,29113,"Danie Smit",33,"Goal setting",2,"02_Mikalef P., Krogstie J. 2020",1," in this study is the goal of the organisation, since goals directly inﬂuence the business process management practices and resources that are most suitable (Vom Brocke et al., 2016). Several authors make the distinctions bet","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
152,#7600e1,29441,138,29579,"Danie Smit",33,"Goal setting",2,"02_Mikalef P., Krogstie J. 2020",1,"pproach depending on the goal, thereby constituting the focus as an important contextual factor. Therefore, the outcome of interest, that ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
153,#e120e1,29751,658,30409,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"tors have to do with the external environment of the organisation. Particularly, the dynamism, heterogeneity, and hostility of the environment are critical to consider, since under such condition's organisations need to reconﬁgure the way they operate and emphasise more on analytical and research capabilities. The impact of the environment, and particularly the dynamism and competition within the market, the rate of technological change, and the scarcity of key resources have been noted to signiﬁcantly aﬀect the types of resources that are important in business process management (Vom Brocke  Mendling, 2018).
Finally, a key group of contextual factor","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
154,#8120e1,30410,322,30732,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1," relate to the organisation itself. Based on contingency theory, the size of the organisation plays an important role since, typically, larger organisations require more formalised processes that cross-vertical and horizontal functions than smaller ﬁrms (Vom Brocke et al., 2016). In addition, ﬁrm size is usually a good p","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
155,#8120e1,30937,195,31132,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1,"n important contextual factor, since practices and resources that may be eﬀective in one industry may not be the most suitable in another (Trkman, 2013).
When we consider these contextual factors","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
156,#8120e1,30733,203,30936,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1,"oxy regarding the amount of slack resources a ﬁrm has to dispose in experimenting with new or improved ways of handling business processes (Hung, 2006). Finally, the type of industry is considered to be ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
157,#1647e3,31689,174,31863,"Danie Smit",8,"Platforms",2,"02_Mikalef P., Krogstie J. 2020",1,"portance of investing in the right technological infrastructure in large organisations that focus on incremental process innovations, whereas Tallon et al. (2013) underscore ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
158,#e12020,31689,174,31863,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1,"portance of investing in the right technological infrastructure in large organisations that focus on incremental process innovations, whereas Tallon et al. (2013) underscore ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
159,#e120e1,31873,236,32109,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1," of managerial skills as orchestrators of decentralised governance structures targeted towards radical process innovations, particularly in heterogeneous markets with diﬀerent data requirements.
Furthermore, there is also a good reason ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
160,#e120e1,32123,449,32572,"Danie Smit",38,"Firm size",2,"02_Mikalef P., Krogstie J. 2020",1,"t depending on the size-class of ﬁrms, diﬀerent strategies for leveraging BDA may be put in action. The argument here is that large ﬁrms usually have the

resources needed to realise objectives by investing in necessary technology infrastructure and through the unique datasets they maintain, whereas ﬁrms in the SME size-class may be more heavily dependent on strong technical talent (Gillon et al., 2014). Therefore, depending on their context of ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
161,#8120e1,32123,449,32572,"Danie Smit",37,"Context awareness",2,"02_Mikalef P., Krogstie J. 2020",1,"t depending on the size-class of ﬁrms, diﬀerent strategies for leveraging BDA may be put in action. The argument here is that large ﬁrms usually have the

resources needed to realise objectives by investing in necessary technology infrastructure and through the unique datasets they maintain, whereas ﬁrms in the SME size-class may be more heavily dependent on strong technical talent (Gillon et al., 2014). Therefore, depending on their context of ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
162,#8120e1,34124,289,34413,"Danie Smit",20,"Organisaitonal factors",2,"02_Mikalef P., Krogstie J. 2020",1,"ources that help drive a ﬁrm's process innovation capabilities, and even less regarding the role of organisational factors and aspects of the environment in shaping these requirements (Ebner et al., 2014; Torres et al., 2018; Wamba et al., 2017). While it may be useful to consider separat","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
163,#e12081,34124,289,34413,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1,"ources that help drive a ﬁrm's process innovation capabilities, and even less regarding the role of organisational factors and aspects of the environment in shaping these requirements (Ebner et al., 2014; Torres et al., 2018; Wamba et al., 2017). While it may be useful to consider separat","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
164,#996633,35140,432,35572,"Danie Smit",24,"Methods",2,"02_Mikalef P., Krogstie J. 2020",1,"n the ﬁeld of IS. They are best suited for examining holistic interplays between elements of a messy, and nonlinear nature (Fiss, 2007). The aim of conﬁgurational methods is to identify patterns and combinations of variables and reveal how their synergistic eﬀects lead to speciﬁc outcomes. Conﬁgurations occur by diﬀerent combinations of causal variables that aﬀect an outcome of interest. The main diﬀerence of conﬁgurational meth","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
165,#e12081,39416,405,39821,"Danie Smit",39,"Big data analytics capabilities",2,"02_Mikalef P., Krogstie J. 2020",1,"ability is the ability of the ﬁrm to capture and analyze data towards the generation of actionable insights, by eﬀectively deploying its data, technology, and talent through ﬁrm-wide processes, roles and structures”), as well as the deﬁning characteristics of big data through the four V's of volume, variety, velocity, and veracity (Mikalef et al., 2018b). This was done to ensure that there was a unifor","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
166,#d95129,89347,233,89580,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1,"ays. Results empirically showcase the value that insight-generating tools such BDA can have on enabling both incremental and radical process innovation capabilities. The importance of such methods in creating insight which can lead t","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
167,#21ff06,89347,233,89580,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ays. Results empirically showcase the value that insight-generating tools such BDA can have on enabling both incremental and radical process innovation capabilities. The importance of such methods in creating insight which can lead t","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
168,#996633,89347,233,89580,"Danie Smit",13,"Key quotes",2,"02_Mikalef P., Krogstie J. 2020",1,"ays. Results empirically showcase the value that insight-generating tools such BDA can have on enabling both incremental and radical process innovation capabilities. The importance of such methods in creating insight which can lead t","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
169,#e12081,89347,471,89818,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1,"ays. Results empirically showcase the value that insight-generating tools such BDA can have on enabling both incremental and radical process innovation capabilities. The importance of such methods in creating insight which can lead to adaptation to an existing process or the creation of new ones has been highlighted in the literature (Rosemann  Vom Brocke, 2015; Vom Brocke et al., 2014a; Vom Brocke

 Mendling, 2018). To date, we still know very little about the eﬀect","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
170,#21ff06,89347,471,89818,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ays. Results empirically showcase the value that insight-generating tools such BDA can have on enabling both incremental and radical process innovation capabilities. The importance of such methods in creating insight which can lead to adaptation to an existing process or the creation of new ones has been highlighted in the literature (Rosemann  Vom Brocke, 2015; Vom Brocke et al., 2014a; Vom Brocke

 Mendling, 2018). To date, we still know very little about the eﬀect","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
171,#2600e1,90261,307,90568,"Danie Smit",28,"Data",2,"02_Mikalef P., Krogstie J. 2020",1," all solutions for both types of process innovation capabilities. This ﬁnding is consistent with past studies that highlight the importance of being able to capture and store data that can lead to meaningful insight (Dezi et al., 2018). The value of developing the data resource has been suggested to be two","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
172,#800080,90261,307,90568,"Danie Smit",16,"Insight",2,"02_Mikalef P., Krogstie J. 2020",1," all solutions for both types of process innovation capabilities. This ﬁnding is consistent with past studies that highlight the importance of being able to capture and store data that can lead to meaningful insight (Dezi et al., 2018). The value of developing the data resource has been suggested to be two","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
173,#800080,90569,281,90850,"Danie Smit",26,"Value",2,"02_Mikalef P., Krogstie J. 2020",1,"fold depending on the types of processes it is leveraged towards. Big data can allow processes to be streamlined and bottlenecks to be reduced, thus increasing eﬃciency (Davenport, 2014; Lu  Ramamurthy, 2011).
On the other hand, big data can enable managers to identify untapped in","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
174,#20ffff,91118,156,91274,"Danie Smit",1,"Transformation",2,"02_Mikalef P., Krogstie J. 2020",1,"re used to provide intelligent aid for organisational processes (Dezi et al., 2018). Park et al. (2017) show that the presence of such tools can positively ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
175,#81e120,91118,156,91274,"Danie Smit",34,"Big data analytics",2,"02_Mikalef P., Krogstie J. 2020",1,"re used to provide intelligent aid for organisational processes (Dezi et al., 2018). Park et al. (2017) show that the presence of such tools can positively ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
176,#20ffff,91690,545,92235,"Danie Smit",1,"Transformation",2,"02_Mikalef P., Krogstie J. 2020",1,"r achieving very high levels of process innovation capabilities, the data resource itself will be less of a distinguishing factor. The core diﬀerentiators in such cases will rather be managerial insight and collective intelligence in the form of organisational learning and a data-driven culture. This outcome could indicate that the data resource can provide a competitive edge in terms of developing radical process innovation capabilities, but only up to a certain point. After that, it is the insight and creativity of managers, coupled with","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
178,#800080,91690,545,92235,"Danie Smit",27,"Competitive advantage",2,"02_Mikalef P., Krogstie J. 2020",1,"r achieving very high levels of process innovation capabilities, the data resource itself will be less of a distinguishing factor. The core diﬀerentiators in such cases will rather be managerial insight and collective intelligence in the form of organisational learning and a data-driven culture. This outcome could indicate that the data resource can provide a competitive edge in terms of developing radical process innovation capabilities, but only up to a certain point. After that, it is the insight and creativity of managers, coupled with","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
179,#e120e1,92405,351,92756,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"mental process innovation capabilities, a stronger emphasis on technical skills and other basic resources are found to be core contributors. In fact, technical skills are required throughout all solutions for achieving high levels of incremental process innovation capabilities. Basic resources, on the other hand, are


EUROPEAN JOURNAL OF INFORMATIO","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
180,#e12081,92405,351,92756,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1,"mental process innovation capabilities, a stronger emphasis on technical skills and other basic resources are found to be core contributors. In fact, technical skills are required throughout all solutions for achieving high levels of incremental process innovation capabilities. Basic resources, on the other hand, are


EUROPEAN JOURNAL OF INFORMATIO","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
181,#e12020,94138,382,94520,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1,"frastructure (Chen et al., 2012), it has not identiﬁed for what types of ﬁrms and under what conditions such investments are more important. This is a particularly critical issue, as investments in the technological infrastructure for BDA bear huge costs for organisations that adopt them (Wang  Hajli, 2017).
For radical process innovation capabilities, it is striking to observe t","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
182,#e120e1,94521,138,94659,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"at there is a shift towards managerial skills as a core condition. In fact, for all solutions the concurrent presence of solid data resour","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
183,#21ff06,94865,141,95006,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1," if radical process innovation capabilities need to be strengthened. Additionally, what is interesting to observe is that despite a data-driv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
184,#e120e1,94865,141,95006,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1," if radical process innovation capabilities need to be strengthened. Additionally, what is interesting to observe is that despite a data-driv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
185,#df4bc9,95007,425,95432,"Danie Smit",19,"Culture",2,"02_Mikalef P., Krogstie J. 2020",1,"n culture being a central part in almost all solutions, it is not an important component in Solution 1. This can be explained by the fact that in conditions where there is high heterogeneity, decentralised line units that are mostly reliant on managerial competence are more likely to sustain radical process innovations, rather than a ﬁrm-wide culture. The idea of decentralised management practices in the face of diversiﬁe","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
187,#df4bc9,95826,1160,96986,"Danie Smit",19,"Culture",2,"02_Mikalef P., Krogstie J. 2020",1,"a uniform solution. It is probable that due to the nature of the business environment, there is a stronger need for technical skills in analysing data and managerial skills for applying data towards radical solutions, rather than a ﬁrmwide data-driven culture. This is reﬂected by the fact that in highly heterogeneous and product-based environments, product design and development as well as respective IT decision rights are handled in a decentralised business unit level structure (Tiwana  Konsynski, 2010).
While our ﬁndings conﬁrm past work regarding the need for a managerial capacity to understand and coordinate data-driven insight in product innovation management (Slater et al., 2014), they also indicate that a strong data-driven culture is not a core requirement. This ﬁnding could hint that in heterogeneous conditions, where decentralised business units are favoured, radical process innovation capabilities do not emerge so much from a ﬁrm-wide culture or highly formalised routines for learning but more on informal practices or on abilities and the ﬂair of individuals. Such notions have been laid out in the innovation literature which posits","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
189,#8120e1,96987,507,97494,"Danie Smit",20,"Organisaitonal factors",2,"02_Mikalef P., Krogstie J. 2020",1,"that most human learning that is directly associated with radical innovations occurs as non-formal learning (Casey, 2005; Lumpkin, 2014). In fact, the greater the decentralisation and local autonomy, the more likely it is that individuals will possess the most current and relevant marketing and technical knowledge. Hence, they will be more likely to deliver radical product innovations through data analytics (Slater et al., 2014). This diﬀerence between the product and servicebased companies in terms of","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
190,#df4444,96987,507,97494,"Danie Smit",11,"Structure",2,"02_Mikalef P., Krogstie J. 2020",1,"that most human learning that is directly associated with radical innovations occurs as non-formal learning (Casey, 2005; Lumpkin, 2014). In fact, the greater the decentralisation and local autonomy, the more likely it is that individuals will possess the most current and relevant marketing and technical knowledge. Hence, they will be more likely to deliver radical product innovations through data analytics (Slater et al., 2014). This diﬀerence between the product and servicebased companies in terms of","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
191,#df4bc9,98386,422,98808,"Danie Smit",19,"Culture",2,"02_Mikalef P., Krogstie J. 2020",1,"phasise on the central role that a data-driven culture has on the emergence of radical process innovation capabilities. In these studies a reliance on evidence-based decision-making and a culture that supports it are reported as being key for developing a radical process innovation capability (Recker, 2015; Schmiedel et al., 2013; Trkman et al.,


278 P. MIKALEF AND J. KROGSTIE

2010). The main argument is that manager","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
192,#21ff06,98849,239,99088,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ge so that the use of BDA and intelligence are promoted, and evidencebased decision-making becomes ingrained in the way the business operates (Popovič et al., 2009). Hence, BDA may not necessarily produce gains in terms of radical process ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
193,#e120e1,101008,353,101361,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"re, where it is suggested that ﬁrms should build additional capacities and competencies focusing on change and risk management (Borch  Batalden, 2015), and that ﬁrms must align their internal structure and strategy in relation to the external environment (Rogers et al., 1999). Our results conﬁrm this assumption, as in all solutions there is at least o","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
194,#21ff06,101875,203,102078,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"orming ﬁrms utilise both individuals as well as organisational resources to sustain superior process innovation capabilities.
5.2. Practical implications
From a practical point of view, the outcomes sugg","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
195,#21ff06,102107,342,102449,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"lop diﬀerent strategies in relation to their BDA initiatives. Doing so depends greatly on the types of business process innovation they aim to achieve. Furthermore, such plans should also take into account the contingencies of the environment and the organisation. Speciﬁcally, our results suggest that when it comes to radical process innova","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
196,#21ff06,102463,298,102761,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ies in the service industry, data governance practices should encourage the breakdown of organisational silos and promote the notion of data-driven decision-making at all levels of the organisation (Mikalef et al., 2018c). Nevertheless, this is not a requirement if ﬁrms operate in productbased ind","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
197,#e12020,102463,298,102761,"Danie Smit",40,"Silos",2,"02_Mikalef P., Krogstie J. 2020",1,"ies in the service industry, data governance practices should encourage the breakdown of organisational silos and promote the notion of data-driven decision-making at all levels of the organisation (Mikalef et al., 2018c). Nevertheless, this is not a requirement if ﬁrms operate in productbased ind","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
198,#e120e1,102884,189,103073,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"application of big data to organisational problems should be encouraged through targeted seminars and training.
Contrarily, for incremental process innovations to emerge, managers should fo","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
199,#20ffff,103074,716,103790,"Danie Smit",18,"Fail",2,"02_Mikalef P., Krogstie J. 2020",1,"us on technical excellence in terms of human skills and tangible resources. For these types of process innovations, strong technical skills are critical, since gaining insight to produce incremental improvements likely requires expertise in skills that are domain-speciﬁc. In academic literature and popular press, there still seems to be a trend towards one-size-ﬁts-all, where enablers and hindrances are treated the same regardless of what ﬁrms try to achieve with BDA and irrespective of what industry and conditions they operate in. This could well be one of the reasons why many BDA initiatives still fail to realise business value. There is some debate whether it is necessary for ﬁrms to adopt a uniform stra","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
200,#e12020,103791,377,104168,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1,"egy when investing in big data resources or if some aspects should be prioritised. Our outcomes demonstrate that the latter is the case; however, it may even be that for some ﬁrms investing in novel technological developments like BDA, such investments can constitute a burden rather than a solution. This leads us to the limitations of the current study and a description of w","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
214,#d9168b,1446,146,1592,"Danie Smit",10,"People",3,"03_ Saghafi A., Wand Y., Parsons J.",1," the growing focus on business analytics and data-driven decision-making, there is a greater need for humans to interact effectively with data. We","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
215,#0000ff,1594,347,1941,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"ropose that presenting data to human users in terms of instances and attributes provides a more flexible and usable structure for querying, exploring, and analysing data. Compared to a traditional representation, an instance-based representation does not impose any predefined classification schema over the data when it is presented to users. Thi","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
